"Property","English","Spanish","German","Japanese","Korean","Chinese (Simplified)"
"_ParallaxRelaxedCone","Use Relaxed Cone Stepping","Cono relajado de paralaje","Verwenden Sie einen entspannten Kegelschritt","リラックスしたコーンステッピングを使用してください","완화된 원뿔 스테핑 사용","使用松弛锥步进"
"_ParallaxConeRatio","Cone Step Ratio","Relación del cono de paralaje","Kegelschrittverhältnis","コーンステップ比","원뿔 단계 비율","锥步进比率"
"_ParallaxAnisotropic","Anisotropic Filtering","Filtrado anisotrópico","Anisotrope Filterung","異方性フィルタリング","이방성 필터링","各向异性过滤"
"_ParallaxAnisotropyScale","Anisotropy Scale","Escala de anisotropía","Anisotropieskala","異方性スケール","이방성 스케일","各向异性缩放"
"m_start_PoiPostProcessingCategory","Post Processing","Posprocesamiento","Nachbearbeitung","後処理","후처리 카테고리","后处理"
"m_start_PPAnimations","PP Animations","Animaciones de posprocesado","PP -Animationen","PPアニメーション","후처리 애니메이션","PP 动画"
"_PPHueShiftColorSpace","Hue Color Space","Espacio de color","Farbraum","色の色の空間","색 공간","颜色模式"
"_ppHueSelectOrShift","Select or Shift","Seleccionar o cambiar","Wählen oder verschieben","選択またはシフトします","선택 또는 변경","选择或偏移"
"m_start_BeatsaberOptions","Beatsaber support","Soporte de Beatsaber","Unterstützung von Beatsaber","Beatsaberサポート","비트세이버 옵션","Beatsaber 支持"
"_BSSEnabled","Enable BeatSaber Module","Activar el módulo de Beatsaber","Aktivieren Sie das Beataber -Modul","BeatSaberモジュールを有効にします","비트세이버 모듈 활성화","启用 Beatsaber 模块"
"_BSSSpacer1","<color=#ff0000ff>―――――――[IMPORTANT]―――――――</color>","<color=#ff0000ff>―――――――[IMPORTANTE]―――――――</color>","<color =#ff0000ff> - ~ ~ ~ ] - - ———— ~ </color>","<color =＃ff0000ff>","<color=#ff0000ff>―――――――[중요]―――――――</color>","<color=#ff0000ff>―――――――[重要]―――――――</color>"
"_BSSHelpBox1","Toggling on BeatSaber support will set (Rendering > Blending > Advanced Alpha) to ''Add/One/Zero'' as alpha blending operations cause visual issues.","Alternar el soporte de Beatsaber establecerá (Renderizado > Mezcla > Mezcla avanzada de alfa) en ''Agregar/Uno/Cero'' ya que las operaciones de mezcla alfa causan problemas visuales","Das Umschalten des Beataber -Supports wird (Rendering> Mischung> erweitertes Alpha) auf 'Hinzufügen'","","","切换 Beatsaber 支持会将 (渲染>混合>高级 Alpha) 设置为 'Add'"
"_BSSHelpBox2","Glow is handled through the various emission options found in the shader!","¡El resplandor/brillo se maneja a través de las diversas opciones de emisión que se encuentran en el sombreador!","Glow wird durch die verschiedenen Emissionsoptionen im Shader gehandhabt!","グローは、シェーダーにあるさまざまな発光オプションを介して処理されます！","글로우/밝기는 셰이더의 다양한 방출 옵션을 통해 처리됩니다!","辉光通过着色器中的各种自发光选项处理！"
"_BSSSpacer2","<color=#ff0000ff>―――――――[IMPORTANT]―――――――</color>","<color=#ff0000ff>―――――――[IMPORTANTE]―――――――</color>","<color =#ff0000ff> - ~ ~ ~ ] - - ———— ~ </color>","<color =＃ff0000ff>","<color=#ff0000ff>―――――――[중요]―――――――</color>","<color=#ff0000ff>―――――――[重要]―――――――</color>"
"s_start_CCopt","Custom Colors:","Colores personalizados:","Benutzerdefinierte Farben:","カスタムカラー：","사용자 정의 색상:","自定义颜色:"
"_BSSHelpBox3","To properly support custom colors on assets like sabers when material locking. you MUST right click the ''Color & Alpha'' property at the top and set it to ''Animated.''","Para admitir adecuadamente los colores personalizados en recursos (assets) como sables cuando se bloquea el material; DEBE hacer clic derecho en la propiedad ''Color y alfa'' en la parte superior y establecerla en ''Animada (Animated)''.","So unterstützen Sie kundenspezifische Farben für Vermögenswerte wie Sabres wenn Material sperren. Sie müssen mit der rechten Maustaste auf die Eigenschaft 'Color & Alpha' oben klicken und sie auf 'animiert' einstellen.","","","为了在锁定材质时正确支持光剑等资产的自定义颜色，您必须右键单击上方的“颜色和 Alpha”属性并将其设置为“动画”。"
"m_start_BeatsaberBloomFog","Bloom & Height fog","Niebla de resplandor difuso (BloomFog)","Blüte & Höhennebel","ブルームと高さの霧","비트세이버 블룸 & 높이 안개","Bloom & 高度雾"
"_BSSBloomfog","Enable Bloomfog","Activar niebla de resplandor difuso","Bloomfog aktivieren","Bloomfogを有効にします","블룸 포그 활성화","启用 Bloom 雾"
"s_start_fogOpt","Bloom fog settings:","Configuración de la niebla:","Bloom Nebeleinstellungen:","ブルームフォグの設定：","안개 설정:","Bloom 雾设置:"
"_FogStartOffset","Fog Start Offset:","Desplazamiento inicial de la niebla:","Nebelstartversatz:","フォグ開始オフセット：","안개 시작 오프셋:","雾起始偏移:"
"_FogScale","Fog Scale:","Escala de la niebla:","Nebelskala:","フォグスケール：","안개 스케일:","雾缩放:"
"s_start_heightFogOpt","Height fog settings:","Configuración de la niebla de altura:","Höhe Nebeleinstellungen:","高さの霧の設定：","높이 안개 설정:","高度雾设置:"
"_FogHeightOffset","Height start offset:","Desplazamiento inicial de la altura:","Höhe des Höhepunkts: Offset:","高さ開始オフセット：","높이 오프셋:","高度起始偏移:"
"_FogHeightScale","Height Scale:","Escala de la altura:","Höhenskala:","高さのスケール：","높이 스케일:","高度缩放:"
"_ZClip","Z Clip","Recorte en profundidad Z","Z Clip","Zクリップ","Z 클립","Z 裁剪 (ZClip)"
"_FlipBackfaceNormals","Flip Backface Normals","Invertir normales de la cara trasera","FlipBackfaceNormals","フリップバックフェイスの通常","뒷면 노멀 반전","反转背面法线"
"_RenderingEarlyZEnabled","Early Z","Renderizado temprano de profundidad Z","Früh Z","Early Z","Early Z","Early Z"
"m_start_WorldAOBlocker","World AO Blocker","Bloqueo de oclusión ambiental global","Welt zu blockieren","ワールドのAOをブロック","월드 AO 차단기","世界 AO 阻挡"
"_RenderingAOBlockerNote","Meshes in this UV space render only to depth and act as a blocking volume for effects like ambient occlusion. This section effects the uv tile directly to the left of the default uv. (U -1→0 | V 0→1)","Las mallas en este espacio UV se renderizan solo en profundidad y actúan como un volumen de bloqueo para efectos como la oclusión ambiental. Esta sección afecta el mosaico de teselas UV directamente a la izquierda del UV predeterminado. (U -1 → 0 / V 0 → 1)","Maschen in diesem UV -Weltraum werden nur in die Tiefe und wirken als Blockierungsvolumen für Effekte wie Umgebungsverschluss. Dieser Abschnitt bewirkt die UV -Fliese direkt links vom Standard UV. (U -1 → 0 v 0 → 1)","このUVスペースのメッシュは、深さにのみレンダリングされ、周囲閉塞などの効果のブロッキングボリュームとして機能します。このセクションは、UVタイルにデフォルトのUVの左側に直接影響します。 （u -1→0 v 0→1）","이 UV 공간의 메시는 깊이만 렌더링되며 앰비언트 오클루전과 같은 효과에 대한 차단 볼륨 역할을 합니다. 이 섹션은 기본 UV 바로 왼쪽의 UV 타일에 영향을 줍니다. (U -1 → 0 / V 0 → 1)","此世界 UV 空间中的网格仅渲染到深度，并充当环境光遮蔽等效果的阻挡体积。此部分影响默认 UV 左侧的 UV Tile。(U -1 -> 0 v 0 -> 1)"
"_RenderingAOBlockerEnabled","Enabled","Activado","Ermöglicht","有効になっています","활성화","启用"
"_RenderingAOBlockerUVChannel","UV Channel","Canal UV","UV -Kanal","UVチャネル","UV 채널","UV 通道"
"_RenderingAOBlockerFlipNormal","Flip Normal","Invertir normales","Normale flip","フリップ正常","노멀 반전","反转法线"
"m_start_outlineAlphaBlending","Advanced Alpha Blending","Mezcla de alfa avanzado","Erweiterte Alpha -Mischung","高度なアルファブレンド","아웃라인 알파 블렌딩","高级 Alpha 混合"
"m_2ndPassCategory","2nd Pass","Segunda pasada (2ndPass)","2. Pass","2回目のパス","두 번째 패스 (2nd Pass)","第 2 Pass"
"_ModeTwoPass","Rendering Preset","Ajuste predefinido de renderizado","Voreinstellung machen","レンダリングプリセット","두 번째 패스 렌더링 프리셋","渲染预设"
"_TwoPassFirstPassGlobalMaskIndex","First Pass Mask","Máscara de primera pasada","Erste Passmaske","最初のパスマスク","첫 번째 패스 마스크","第 1 Pass 遮罩"
"_TwoPassFirtstPassApplyGlobalMaskBlendType","Blending","Tipo de mezcla","Mischen","ブレンド","블렌드 유형","混合"
"_TwoPassSecondPassGlobalMaskIndex","2nd Pass Mask","Máscara de segunda pasada","2. Passmaske","2番目のパスマスク","두 번째 패스 마스크","第 2 Pass 遮罩"
"_TwoPassSecondPassApplyGlobalMaskBlendType","Blending","Tipo de mezcla","Mischen","ブレンド","블렌드 유형","混合"
"_TwoPassOverrideFirstPassColor","Override main Color","Anular el color de la primera pasada","Hauptfarbe überschreiben","メイン色をオーバーライドします","첫 번째 패스 색상 덮어쓰기","覆盖主颜色"
"_TwoPassColor","Color & Alpha","Color y alfa","Farbe & Alpha","色とアルファ","색상 & 알파","颜色 & Alpha"
"_TwoPassAlphaCutoff","Alpha Cutoff","Corte alfa","Alpha Cutoff","アルファカットオフ","알파 컷오프","Alpha 阈值"
"_TwoPassAlphaCutoffInvert","Invert Alpha Cutoff","Invertir el corte alfa","Alpha Cutoff umkehren","アルファカットオフを反転します","알파 컷오프 반전","反转 Alpha 阈值"
"_AlphaPremultiply2","Alpha Premultiply","Alfa premultiplicativo","Alpha Premultiply","アルファ・事前乗算","알파 미리 곱하기","Alpha 预乘"
"_AlphaForceOpaque2","Force Opaque","Forzar opaco","Zwingen undurchsichtig","力の不透明","불투명 강제","强制不透明"
"_TwoPassAlphaPower","Alpha Power","Potencia alfa","Alpha -Kraft","アルファパワー","알파 파워","Alpha 强度"
"m_start_2ndPassRenderingOptions","2nd Pass Rendering","Segunda pasada","2. Pass -Rendering","2回目のパスレンダリング","두 번째 패스 렌더링 옵션","第 2 Pass 渲染"
"_Cull2","Cull","Descarte de caras (Cull)","CULL","Cull","컬링 (Cull)","剔除"
"_ZTest2","ZTest","Prueba de profundidad (ZTest)","ZTest","ztest","Z 테스트","Z 测试"
"_ZWrite2","ZWrite","Escritura de profundidad (ZWrite)","ZWRITE","zWrite","Z 쓰기","Z 写入"
"_ColorMask2","Color Mask","Máscara de color","Farbmaske","カラーマスク","컬러 마스크","颜色遮罩"
"m_start_blending2","2nd Pass Blending","Mezcla de la segunda pasada","2. Passmischung","2回目のパスブレンド","두 번째 패스 블렌딩","第 2 Pass 混合"
"_BlendOp2","RGB Blend Op","Operación de mezcla RGB","RGB Mischung op","RGBブレンドop","RGB 블렌드 Op","RGB 混合操作"
"_SrcBlend2","RGB Source Blend","Factor de mezcla del RGB origen","RGB -Quellmischung","RGBソースブレンド","소스 블렌드","RGB 源混合"
"_DstBlend2","RGB Destination Blend","Factor de mezcla del RGB destino","RGB -Zielmischung","RGB宛先ブレンド","대상 블렌드","RGB 目标混合"
"_AddBlendOp2","RGB Blend Op","Operación de mezcla aditiva RGB","RGB Mischung op","RGBブレンドop","가산 블렌드 Op","RGB 混合操作"
"_AddSrcBlend2","RGB Source Blend","Factor de mezcla aditiva del RGB origen","RGB -Quellmischung","RGBソースブレンド","가산 소스 블렌드","RGB 源混合"
"_AddDstBlend2","RGB Destination Blend","Factor de mezcla aditiva del RGB destino","RGB -Zielmischung","RGB宛先ブレンド","가산 대상 블렌드","RGB 目标混合"
"m_start_alphaBlending2","2nd Pass Advanced Alpha Blending","Operación de mezcla alfa","2. Pass Advanced Alpha Mischung","高度なアルファブレンド2","두 번째 패스 알파 블렌딩","第 2 Pass 高级 Alpha 混合"
"_BlendOpAlpha2","Alpha Blend Op","Mezclar alfa","Alpha mischt sich an","アルファをブレンド","알파 블렌드 Op","Alpha 混合操作"
"_SrcBlendAlpha2","Alpha Source Blend","Factor de mezcla del alfa origen","Alpha -Quelle Mischung","アルファソースブレンド","알파 소스 블렌드","Alpha 源混合"
"_DstBlendAlpha2","Alpha Destination Blend","Factor de mezcla del alfa destino","Alpha Destination Mischung","アルファ宛先ブレンド","알파 대상 블렌드","Alpha 目标混合"
"_AddBlendOpAlpha2","Alpha Blend Op","Mezclar alfa","Alpha mischt sich an","アルファがブレンドします","가산 알파 블렌드 Op","Alpha 混合操作"
"_AddSrcBlendAlpha2","Alpha Source Blend","Factor de mezcla del alfa origen","Alpha -Quelle Mischung","アルファソースブレンド","가산 알파 소스 블렌드","Alpha 源混合"
"_AddDstBlendAlpha2","Alpha Destination Blend","Factor de mezcla del alfa destino","Alpha Destination Mischung","アルファ宛先ブレンド","가산 알파 대상 블렌드","Alpha 目标混合"
"m_start_Stencil2PassOptions","2nd Pass Stencil","Esténcil de la segunda pasada","2. Pass Schablone","パスステンシル2","두 번째 패스 스텐실","第 2 Pass 模板"
"_Stencil2Type","Stencil Type","Tipo de esténcil","Schablone","ステンシルタイプ","유형","模板类型"
"_Stencil2Ref","Stencil Reference Value","Valor de referencia del esténcil","Schablonenreferenzwert","ステンシル参照値","참조 값","模板参考值"
"_Stencil2ReadMask","Stencil ReadMask Value","Valor de la máscara de lectura del esténcil","Schablonenlesenwert","ステンシル読み取り値値","읽기 마스크","模板读取掩码"
"_Stencil2WriteMask","Stencil WriteMask Value","Valor de la máscara de escritura del esténcil","Schablonenschreibwert","ステンシルwritemask値","쓰기 마스크","模板写入掩码"
"_Stencil2PassOp","Stencil Pass Op","Operación del esténcil al cumplirse","Schablonenpass op","ステンシルパスOP","패스 Op","模板通过操作"
"_Stencil2FailOp","Stencil Fail Op","Operación del esténcil al fallar","Schablone scheitern op","ステンシルフェイルOP","실패 Op","模板失败操作"
"_Stencil2ZFailOp","Stencil ZFail Op","Operación del esténcil al fallar la profundidad (ZFail)","Schablone Zfail Op","ステンシルzfail op","Z 실패 Op","模板 Z 失败操作"
"_Stencil2CompareFunction","Stencil Compare Function","Función de comparación del esténcil","Schablonenvergleichsfunktion","ステンシル比較関数","비교 함수","模板比较函数"
"m_start_Stencil2PassBackOptions","Back","Cara trasera","Zurück","戻る","뒷면","背面"
"_Stencil2BackPassOp","Back Pass Op","Operación del esténcil trasero al cumplirse","Back Pass op","バックパスop","뒷면 패스 Op","背面通过操作"
"_Stencil2BackFailOp","Back Fail Op","Operación del esténcil trasero al fallar","Zurück fehlschlagen op","バックフェイルOP","뒷면 실패 Op","背面失败操作"
"_Stencil2BackZFailOp","Back ZFail Op","Operación del esténcil trasero al fallar la profundidad (ZFail)","Zurück Zfail op","zfail op","뒷면 Z 실패 Op","背面 Z 失败操作"
"_Stencil2BackCompareFunction","Back Compare Function","Función de comparación del esténcil trasero","Rückvergleichsfunktion","バック比較関数","뒷면 비교 함수","背面比较函数"
"m_start_Stencil2PassFrontOptions","Front","Cara frontal","Front","フロント","앞면","正面"
